Temperature,RH,WS,WD,AP,year,month,day,hour,day_of_year,target_temperature
-20.56,40.48,7.01,91.3,978.33,2015,3,28,18,87,-20.73
-20.73,42.53,7.28,90.8,979.0,2015,3,28,19,87,-20.81
-20.81,42.88,8.39,90.74,979.0,2015,3,28,20,87,-20.29
-20.29,41.53,7.98,88.05,979.0,2015,3,28,21,87,-19.97
-19.97,40.98,7.81,90.46,979.53,2015,3,28,22,87,-19.97
-19.97,41.51,8.95,89.12,980.0,2015,3,28,23,87,-19.92
-19.92,42.17,9.6,90.17,980.0,2015,3,29,1,88,-19.65
-19.65,40.34,8.56,90.87,980.18,2015,3,29,2,88,-20.17
-20.17,42.01,9.79,89.59,981.0,2015,3,29,3,88,-20.17
-20.17,40.16,7.28,90.23,981.75,2015,3,29,4,88,-20.78
-20.78,43.07,8.69,89.78,982.18,2015,3,29,5,88,-20.68
-20.68,41.48,8.56,89.91,982.98,2015,3,29,6,88,-20.8
-20.8,41.24,8.15,91.03,983.05,2015,3,29,8,88,-20.6
-20.6,39.33,7.2,89.23,984.0,2015,3,29,9,88,-20.92
-20.92,41.47,7.01,90.75,984.12,2015,3,29,10,88,-20.94
-20.94,41.32,8.16,89.41,985.0,2015,3,29,11,88,-20.86
-20.86,40.31,8.39,88.92,985.07,2015,3,29,12,88,-21.31
-21.31,43.05,8.54,90.38,986.0,2015,3,29,13,88,-21.37
-21.37,44.34,8.37,90.68,986.25,2015,3,29,14,88,-21.25
-21.25,43.74,7.66,91.23,987.07,2015,3,29,16,88,-21.39
-21.39,45.43,7.82,90.61,988.0,2015,3,29,17,88,-21.65
-21.65,48.62,6.09,95.98,988.87,2015,3,29,18,88,-21.91
-21.91,48.96,5.14,99.52,989.48,2015,3,29,19,88,-21.72
-21.72,46.02,5.93,97.95,990.45,2015,3,29,20,88,-21.51
-21.51,45.51,6.22,98.59,991.0,2015,3,29,21,88,-21.57
-21.57,46.07,5.91,97.8,991.93,2015,3,29,22,88,-21.55
-21.55,46.5,6.0,98.16,992.75,2015,3,30,0,89,-21.43
-21.43,46.45,5.66,101.28,993.62,2015,3,30,1,89,-21.15
-21.15,46.52,4.81,101.47,994.65,2015,3,30,2,89,-20.69
-20.69,45.69,4.21,95.42,995.65,2015,3,30,3,89,-20.54
-20.54,44.54,5.06,95.89,996.0,2015,3,30,4,89,-20.45
-20.45,46.05,4.74,95.92,996.95,2015,3,30,5,89,-20.57
-20.57,45.17,2.66,96.62,998.15,2015,3,30,7,89,-21.21
-21.21,44.23,3.47,99.65,998.98,2015,3,30,8,89,-21.23
-21.23,44.54,3.72,100.77,1000.02,2015,3,30,9,89,-21.57
-21.57,44.14,4.0,100.7,1001.0,2015,3,30,10,89,-21.54
-21.54,44.32,4.22,94.16,1001.18,2015,3,30,11,89,-21.31
-21.31,43.98,3.24,100.05,1002.0,2015,3,30,12,89,-21.45
-21.45,44.24,3.86,97.5,1002.02,2015,3,30,13,89,-21.17
-21.17,42.8,2.61,108.06,1002.87,2015,3,30,15,89,-21.12
-21.12,43.05,2.35,106.75,1003.78,2015,3,30,16,89,-20.73
-20.73,43.15,1.24,116.1,1004.53,2015,3,30,17,89,-20.14
-20.14,41.85,0.57,129.68,1005.0,2015,3,30,18,89,-19.82
-19.82,43.12,0.01,164.66,1005.0,2015,3,30,19,89,-19.51
-19.51,43.79,0.0,168.34,1005.0,2015,3,30,20,89,-19.08
-19.08,44.99,0.0,203.81,1005.0,2015,3,30,21,89,-18.19
-18.19,42.27,0.48,137.49,1004.88,2015,3,30,23,89,-17.93
-17.93,48.35,0.28,85.49,1004.35,2015,3,31,0,90,-17.09
-17.09,48.13,1.89,88.39,1003.22,2015,3,31,1,90,-16.29
-16.29,49.3,2.39,80.04,1002.07,2015,3,31,2,90,-15.97
-15.97,55.67,1.25,65.92,1002.0,2015,3,31,3,90,-15.53
-15.53,51.61,2.59,70.47,1001.87,2015,3,31,4,90,-15.46
-15.46,51.1,3.34,82.49,1000.68,2015,3,31,6,90,-14.9
-14.9,46.58,2.87,77.06,999.28,2015,3,31,7,90,-14.61
-14.61,48.25,2.57,78.45,998.72,2015,3,31,8,90,-14.48
-14.48,49.74,3.54,77.7,997.82,2015,3,31,9,90,-14.64
-14.64,64.56,4.98,72.07,996.1,2015,3,31,10,90,-13.27
-13.27,83.02,7.25,72.49,993.65,2015,3,31,11,90,-10.56
-10.56,88.05,9.21,63.56,991.37,2015,3,31,12,90,-8.96
-8.96,89.65,11.34,69.1,988.52,2015,3,31,14,90,-8.36
-8.36,90.24,9.84,64.24,986.7,2015,3,31,15,90,-7.48
-7.48,91.02,13.12,70.21,984.32,2015,3,31,16,90,-6.95
-6.95,91.36,16.44,72.38,982.05,2015,3,31,17,90,-6.94
-6.94,91.43,18.3,73.92,979.88,2015,3,31,18,90,-6.78
-6.78,91.62,15.21,70.6,978.53,2015,3,31,19,90,-6.9
-6.9,91.77,14.39,70.41,976.82,2015,3,31,20,90,-6.92
-6.92,91.74,12.31,66.72,975.27,2015,3,31,22,90,-6.7
-6.7,91.9,12.61,60.36,974.0,2015,3,31,23,90,-6.69
-6.69,91.99,14.18,57.1,972.78,2015,4,1,0,91,-6.76
-6.76,91.9,13.52,58.97,972.0,2015,4,1,1,91,-7.16
-7.16,91.56,14.97,62.85,971.4,2015,4,1,2,91,-7.55
-7.55,91.35,13.63,61.05,971.0,2015,4,1,3,91,-7.7
-7.7,91.03,13.12,58.61,971.0,2015,4,1,5,91,-7.81
-7.81,91.18,10.54,53.38,971.0,2015,4,1,6,91,-7.8
-7.8,91.01,10.09,53.04,971.0,2015,4,1,7,91,-8.15
-8.15,90.69,11.16,51.69,971.43,2015,4,1,8,91,-8.44
-8.44,89.25,12.23,49.3,972.0,2015,4,1,9,91,-8.72
-8.72,88.23,10.78,47.08,972.67,2015,4,1,10,91,-8.9
-8.9,87.88,12.18,51.86,973.02,2015,4,1,11,91,-9.3
-9.3,88.38,11.66,44.11,974.0,2015,4,1,13,91,-9.67
-9.67,87.73,11.77,49.91,974.68,2015,4,1,14,91,-10.16
-10.16,86.93,11.92,49.88,975.15,2015,4,1,15,91,-10.36
-10.36,87.68,10.43,51.15,976.0,2015,4,1,16,91,-10.33
-10.33,86.39,9.6,47.2,976.93,2015,4,1,17,91,-10.51
-10.51,85.56,9.16,49.12,977.05,2015,4,1,18,91,-10.85
-10.85,85.44,9.74,53.06,978.0,2015,4,1,19,91,-11.14
-11.14,87.52,8.83,63.18,978.08,2015,4,1,21,91,-11.57
-11.57,88.06,7.54,57.75,978.97,2015,4,1,22,91,-11.7
-11.7,87.9,6.27,54.16,979.75,2015,4,1,23,91,-11.85
-11.85,87.65,6.83,58.22,980.23,2015,4,2,0,92,-11.94
-11.94,87.38,8.29,66.88,981.0,2015,4,2,1,92,-11.94
-11.94,86.84,9.37,71.05,981.15,2015,4,2,2,92,-12.02
-12.02,86.44,9.48,71.02,982.0,2015,4,2,4,92,-11.9
-11.9,82.16,8.16,69.83,982.57,2015,4,2,5,92,-11.74
-11.74,78.63,7.4,70.89,983.0,2015,4,2,6,92,-11.65
-11.65,75.04,7.31,68.94,983.87,2015,4,2,7,92,-11.59
-11.59,72.38,5.79,70.23,984.0,2015,4,2,8,92,-11.43
-11.43,68.71,6.49,71.37,984.37,2015,4,2,9,92,-11.38
-11.38,68.55,5.05,68.34,985.0,2015,4,2,10,92,-11.56
-11.56,68.88,4.2,78.17,985.78,2015,4,2,12,92,-11.55
-11.55,69.26,3.74,80.75,986.0,2015,4,2,13,92,-11.23
-11.23,65.03,4.52,83.79,986.4,2015,4,2,14,92,-12.23
-12.23,58.31,6.91,87.27,987.0,2015,4,2,15,92,-12.78
-12.78,61.73,8.38,88.57,987.0,2015,4,2,16,92,-14.02
-14.02,65.6,8.8,91.58,987.13,2015,4,2,17,92,-14.25
-14.25,67.7,6.46,93.23,988.0,2015,4,2,18,92,-14.32
-14.32,67.05,6.11,100.79,988.0,2015,4,2,20,92,-14.29
-14.29,65.16,6.83,92.85,988.02,2015,4,2,21,92,-14.41
-14.41,62.9,8.26,91.03,988.0,2015,4,2,22,92,-13.76
-13.76,62.02,7.96,90.29,988.0,2015,4,2,23,92,-13.37
-13.37,59.94,8.11,89.58,988.0,2015,4,3,0,93,-13.26
-13.26,58.09,6.05,91.35,988.67,2015,4,3,1,93,-13.27
-13.27,61.31,5.55,84.82,989.0,2015,4,3,3,93,-13.52
-13.52,64.72,4.58,80.92,989.0,2015,4,3,4,93,-13.71
-13.71,68.67,4.49,81.84,989.0,2015,4,3,5,93,-13.54
-13.54,73.97,3.32,77.64,989.0,2015,4,3,6,93,-13.56
-13.56,75.81,3.49,84.61,989.0,2015,4,3,7,93,-13.6
-13.6,72.86,3.98,88.96,989.0,2015,4,3,8,93,-13.74
-13.74,72.1,3.93,86.9,989.0,2015,4,3,9,93,-13.92
-13.92,70.84,3.89,88.67,988.7,2015,4,3,11,93,-13.81
-13.81,72.71,2.94,80.18,988.73,2015,4,3,12,93,-14.05
-14.05,77.75,2.74,68.0,988.0,2015,4,3,13,93,-14.35
-14.35,82.94,2.12,67.64,988.0,2015,4,3,14,93,-14.45
-14.45,82.95,2.5,63.96,988.0,2015,4,3,15,93,-14.45
-14.45,83.07,3.84,77.58,988.0,2015,4,3,16,93,-14.47
-14.47,81.98,4.39,75.43,988.0,2015,4,3,17,93,-14.73
-14.73,81.86,4.36,76.18,988.0,2015,4,3,19,93,-15.31
-15.31,82.09,2.45,75.08,987.85,2015,4,3,20,93,-17.68
-17.68,81.54,0.86,309.8,987.9,2015,4,3,21,93,-17.94
-17.94,81.22,1.06,89.04,987.0,2015,4,3,22,93,-18.22
-18.22,81.09,1.05,55.42,987.0,2015,4,3,23,93,-19.95
-19.95,79.53,0.08,79.19,986.97,2015,4,4,0,94,-19.86
-19.86,77.51,4.13,72.58,986.18,2015,4,4,2,94,-19.31
-19.31,69.09,7.82,95.85,985.97,2015,4,4,3,94,-20.39
-20.39,69.14,8.49,106.91,985.0,2015,4,4,4,94,-19.77
-19.77,66.26,7.86,103.49,985.0,2015,4,4,5,94,-19.62
-19.62,62.91,6.66,105.22,984.93,2015,4,4,6,94,-19.9
-19.9,63.95,7.32,112.81,984.43,2015,4,4,7,94,-20.46
-20.46,62.35,6.9,110.42,984.02,2015,4,4,8,94,-20.82
-20.82,56.64,4.98,112.14,983.98,2015,4,4,10,94,-21.96
-21.96,57.75,6.89,112.14,983.93,2015,4,4,11,94,-22.19
-22.19,55.3,5.2,103.91,983.08,2015,4,4,12,94,-22.63
-22.63,56.17,6.56,102.72,982.78,2015,4,4,13,94,-22.57
-22.57,54.09,4.7,99.57,982.0,2015,4,4,14,94,-22.67
-22.67,56.1,5.86,97.68,981.23,2015,4,4,15,94,-22.37
-22.37,51.1,4.19,103.61,980.67,2015,4,4,16,94,-22.5
-22.5,50.06,3.88,96.88,980.0,2015,4,4,18,94,-22.46
-22.46,47.69,1.53,85.19,979.17,2015,4,4,19,94,-22.11
-22.11,45.83,0.56,82.26,978.88,2015,4,4,20,94,-22.26
-22.26,46.79,1.53,82.25,978.0,2015,4,4,21,94,-22.13
-22.13,49.14,3.22,76.04,977.15,2015,4,4,22,94,-22.59
-22.59,51.25,2.94,80.1,976.82,2015,4,4,23,94,-22.83
-22.83,52.03,4.59,83.02,976.02,2015,4,5,1,95,-23.24
-23.24,52.18,4.36,83.58,975.92,2015,4,5,2,95,-23.51
-23.51,51.74,4.44,80.32,975.23,2015,4,5,3,95,-23.94
-23.94,55.09,3.77,80.18,975.0,2015,4,5,4,95,-23.99
-23.99,54.6,3.41,83.61,975.0,2015,4,5,5,95,-24.02
-24.02,55.14,2.38,83.25,975.0,2015,4,5,6,95,-24.9
-24.9,58.25,1.5,72.65,975.0,2015,4,5,7,95,-25.36
-25.36,62.73,1.7,84.37,975.0,2015,4,5,9,95,-24.75
-24.75,61.62,3.59,73.71,975.0,2015,4,5,10,95,-26.35
-26.35,69.49,2.72,78.11,975.12,2015,4,5,11,95,-26.6
-26.6,74.27,3.11,79.16,976.0,2015,4,5,12,95,-26.88
-26.88,74.61,2.73,79.2,976.65,2015,4,5,13,95,-27.12
-27.12,74.36,2.7,81.44,977.63,2015,4,5,14,95,-27.6
-27.6,74.1,2.58,76.68,978.77,2015,4,5,15,95,-27.34
-27.34,74.02,2.89,85.34,980.2,2015,4,5,17,95,-26.86
-26.86,73.0,2.57,85.09,981.38,2015,4,5,18,95,-25.53
-25.53,66.86,3.81,76.68,982.42,2015,4,5,19,95,-24.12
-24.12,62.87,6.07,64.0,983.65,2015,4,5,20,95,-23.99
-23.99,62.77,4.39,72.59,985.35,2015,4,5,21,95,-23.85
-23.85,61.74,2.49,96.34,986.57,2015,4,5,22,95,-23.46
-23.46,60.73,2.46,110.61,987.62,2015,4,6,0,96,-22.44
-22.44,57.82,0.7,133.02,988.43,2015,4,6,1,96,-22.24
-22.24,56.47,1.82,197.08,989.0,2015,4,6,2,96,-23.02
-23.02,57.34,3.24,210.8,989.0,2015,4,6,3,96,-22.07
-22.07,52.64,3.31,201.21,989.0,2015,4,6,4,96,-20.57
-20.57,43.73,1.44,139.81,989.0,2015,4,6,5,96,-19.17
-19.17,43.72,4.35,90.86,989.08,2015,4,6,6,96,-17.97
-17.97,44.86,4.63,78.75,990.0,2015,4,6,8,96,-17.31
-17.31,49.17,9.27,87.62,989.65,2015,4,6,9,96,-18.47
-18.47,64.79,11.95,93.82,989.18,2015,4,6,10,96,-18.49
-18.49,65.83,14.04,101.25,989.22,2015,4,6,11,96,-18.87
-18.87,63.34,14.69,104.87,990.02,2015,4,6,12,96,-18.99
-18.99,60.59,14.25,102.56,990.97,2015,4,6,13,96,-19.26
-19.26,59.38,14.48,103.0,991.0,2015,4,6,14,96,-19.55
-19.55,61.33,14.12,101.59,991.0,2015,4,6,16,96,-19.7
-19.7,59.23,13.06,101.29,991.65,2015,4,6,17,96,-19.95
-19.95,56.64,11.95,101.95,992.0,2015,4,6,18,96,-20.16
-20.16,55.44,10.74,104.23,992.02,2015,4,6,19,96,-20.43
-20.43,55.36,9.47,104.37,992.47,2015,4,6,20,96,-21.03
-21.03,57.96,9.48,103.69,992.98,2015,4,6,21,96,-21.01
-21.01,55.72,8.65,104.2,993.0,2015,4,6,23,96,-21.35
-21.35,55.57,8.28,101.23,993.0,2015,4,7,0,97,-21.63
-21.63,57.02,7.34,97.84,992.95,2015,4,7,1,97,-21.53
-21.53,54.14,6.69,100.04,992.58,2015,4,7,2,97,-21.26
-21.26,49.13,5.44,96.84,992.65,2015,4,7,3,97,-21.24
-21.24,47.61,4.31,99.46,992.0,2015,4,7,4,97,-21.08
-21.08,46.14,2.36,90.1,992.0,2015,4,7,5,97,-21.12
-21.12,44.73,0.32,112.59,991.93,2015,4,7,7,97,-21.82
-21.82,44.39,0.85,122.83,991.08,2015,4,7,8,97,-22.27
-22.27,46.03,0.81,87.37,991.0,2015,4,7,9,97,-22.24
-22.24,45.33,1.17,133.3,990.52,2015,4,7,10,97,-21.98
-21.98,44.98,3.24,73.27,990.0,2015,4,7,11,97,-21.84
-21.84,45.57,4.62,85.64,989.57,2015,4,7,12,97,-21.63
-21.63,43.9,4.15,74.16,989.0,2015,4,7,13,97,-21.81
-21.81,45.33,4.69,76.52,989.0,2015,4,7,15,97,-21.87
-21.87,46.48,4.87,77.05,988.9,2015,4,7,16,97,-21.68
-21.68,45.8,5.28,73.69,988.18,2015,4,7,17,97,-21.55
-21.55,46.57,5.46,78.43,988.0,2015,4,7,18,97,-21.38
-21.38,47.16,6.78,86.64,988.0,2015,4,7,19,97,-21.29
-21.29,46.9,7.5,87.21,987.75,2015,4,7,20,97,-21.19
-21.19,45.89,6.95,82.35,987.43,2015,4,7,22,97,-21.0
-21.0,44.01,6.87,76.04,987.93,2015,4,7,23,97,-20.95
-20.95,44.87,6.2,77.67,987.88,2015,4,8,0,98,-20.98
-20.98,44.71,7.2,82.78,987.93,2015,4,8,1,98,-20.78
-20.78,42.92,6.78,80.74,988.0,2015,4,8,2,98,-21.2
-21.2,45.78,7.27,81.98,987.9,2015,4,8,3,98,-20.87
-20.87,43.27,8.03,78.3,987.38,2015,4,8,4,98,-21.2
-21.2,44.96,6.85,77.14,988.0,2015,4,8,6,98,-21.45
-21.45,45.96,6.64,86.58,988.0,2015,4,8,7,98,-21.07
-21.07,44.93,6.66,87.0,988.0,2015,4,8,8,98,-21.11
-21.11,45.97,6.21,89.33,988.0,2015,4,8,9,98,-21.57
-21.57,48.41,6.5,91.6,988.6,2015,4,8,10,98,-21.96
-21.96,49.89,5.63,95.17,989.0,2015,4,8,11,98,-22.0
-22.0,48.97,5.49,95.17,989.0,2015,4,8,12,98,-21.95
-21.95,48.35,4.96,92.16,989.38,2015,4,8,14,98,-22.04
-22.04,47.69,4.22,91.63,989.77,2015,4,8,15,98,-22.2
-22.2,49.34,6.44,89.52,990.0,2015,4,8,16,98,-22.1
-22.1,48.32,4.98,88.18,990.0,2015,4,8,17,98,-22.17
-22.17,49.33,7.11,90.02,990.0,2015,4,8,18,98,-22.29
-22.29,48.97,6.43,93.41,990.0,2015,4,8,19,98,-22.89
-22.89,51.74,5.38,99.01,990.75,2015,4,8,21,98,-22.72
-22.72,49.59,4.66,100.38,991.0,2015,4,8,22,98,-22.55
-22.55,46.92,3.74,108.19,991.0,2015,4,8,23,98,-22.63
-22.63,45.35,4.53,111.0,991.0,2015,4,9,0,99,-22.56
-22.56,45.62,4.29,102.14,991.38,2015,4,9,1,99,-22.89
-22.89,47.74,4.32,102.73,992.0,2015,4,9,2,99,-22.73
-22.73,47.06,4.15,105.82,992.0,2015,4,9,3,99,-22.61
-22.61,47.58,3.25,103.36,992.25,2015,4,9,5,99,-22.81
-22.81,48.05,2.6,107.39,993.0,2015,4,9,6,99,-22.95
-22.95,48.67,3.15,102.93,993.0,2015,4,9,7,99,-22.81
-22.81,48.1,3.27,104.21,993.1,2015,4,9,8,99,-22.48
-22.48,47.09,3.29,101.31,994.0,2015,4,9,9,99,-22.38
-22.38,47.66,3.87,99.51,994.0,2015,4,9,10,99,-22.12
-22.12,47.72,3.56,100.6,994.22,2015,4,9,11,99,-22.12
-22.12,46.51,3.26,102.88,995.0,2015,4,9,13,99,-21.82
-21.82,46.12,3.69,101.17,995.0,2015,4,9,14,99,-22.21
-22.21,48.26,3.36,104.56,995.52,2015,4,9,15,99,-22.09
-22.09,47.7,2.7,103.39,996.03,2015,4,9,16,99,-22.09
-22.09,47.67,3.06,104.79,997.0,2015,4,9,17,99,-22.15
-22.15,47.71,4.18,100.72,997.08,2015,4,9,18,99,-21.73
-21.73,47.92,4.32,102.33,998.0,2015,4,9,20,99,-21.72
-21.72,47.63,4.69,97.96,998.45,2015,4,9,21,99,-21.79
-21.79,47.77,4.49,102.43,999.0,2015,4,9,22,99,-21.7
-21.7,45.6,4.53,98.38,999.0,2015,4,9,23,99,-21.88
-21.88,46.64,4.9,99.88,999.23,2015,4,10,0,100,-21.73
-21.73,45.24,4.63,101.51,1000.0,2015,4,10,1,100,-21.56
-21.56,44.18,4.49,101.3,1000.0,2015,4,10,2,100,-21.45
-21.45,43.68,4.24,102.82,1000.0,2015,4,10,4,100,-21.5
-21.5,44.65,4.65,98.2,1000.0,2015,4,10,5,100,-21.56
-21.56,44.7,4.7,101.05,999.95,2015,4,10,6,100,-21.68
-21.68,47.34,3.99,101.95,999.43,2015,4,10,7,100,-21.55
-21.55,46.39,3.5,101.08,999.0,2015,4,10,8,100,-21.76
-21.76,47.81,2.49,97.2,999.0,2015,4,10,9,100,-21.76
-21.76,46.79,0.78,99.3,999.0,2015,4,10,10,100,-21.88
-21.88,47.45,1.22,97.73,999.0,2015,4,10,12,100,-21.74
-21.74,47.92,0.46,88.43,999.0,2015,4,10,13,100,-21.79
-21.79,48.35,0.31,76.72,999.0,2015,4,10,14,100,-21.35
-21.35,48.03,1.14,80.82,999.0,2015,4,10,15,100,-20.68
-20.68,48.65,1.61,94.69,999.0,2015,4,10,16,100,-20.39
-20.39,47.9,0.26,89.9,999.0,2015,4,10,17,100,-19.93
-19.93,47.24,0.05,103.26,999.0,2015,4,10,19,100,-19.68
-19.68,48.47,0.28,84.82,999.93,2015,4,10,20,100,-19.78
-19.78,49.29,2.08,125.67,1000.0,2015,4,10,21,100,-19.57
-19.57,45.73,2.7,111.29,999.95,2015,4,10,22,100,-19.85
-19.85,46.62,3.24,112.64,999.13,2015,4,10,23,100,-19.81
-19.81,46.79,3.64,106.02,999.0,2015,4,11,0,101,-19.73
-19.73,50.44,4.18,100.73,999.0,2015,4,11,1,101,-19.4
-19.4,47.51,5.84,90.8,998.55,2015,4,11,3,101,-19.66
-19.66,48.69,6.36,92.36,998.4,2015,4,11,4,101,-19.68
-19.68,48.23,7.51,90.94,998.0,2015,4,11,5,101,-19.52
-19.52,48.07,7.42,92.08,998.0,2015,4,11,6,101,-19.4
-19.4,46.7,6.42,91.54,998.0,2015,4,11,7,101,-19.65
-19.65,48.01,5.63,91.2,997.78,2015,4,11,8,101,-19.64
-19.64,46.41,3.8,91.43,997.57,2015,4,11,9,101,-19.88
-19.88,48.66,4.63,93.97,997.0,2015,4,11,11,101,-19.77
-19.77,47.55,3.98,92.21,996.98,2015,4,11,12,101,-20.27
-20.27,49.45,3.9,98.82,996.22,2015,4,11,13,101,-19.68
-19.68,47.69,5.69,90.01,995.37,2015,4,11,14,101,-19.84
-19.84,49.24,5.0,96.58,995.0,2015,4,11,15,101,-20.35
-20.35,50.4,3.68,97.18,995.0,2015,4,11,16,101,-20.23
-20.23,49.43,2.94,103.98,994.0,2015,4,11,18,101,-20.01
-20.01,49.39,4.08,101.93,993.2,2015,4,11,19,101,-19.97
-19.97,48.98,3.88,96.27,992.78,2015,4,11,20,101,-20.15
-20.15,50.11,4.29,97.85,992.0,2015,4,11,21,101,-20.34
-20.34,50.35,4.48,99.78,991.27,2015,4,11,22,101,-20.54
-20.54,51.64,3.68,102.1,990.93,2015,4,11,23,101,-20.08
-20.08,50.96,4.36,92.45,990.0,2015,4,12,0,102,-20.08
-20.08,49.18,3.4,95.22,989.73,2015,4,12,2,102,-20.39
-20.39,50.77,3.96,103.75,988.8,2015,4,12,3,102,-20.12
-20.12,49.65,4.47,95.62,988.0,2015,4,12,4,102,-20.03
-20.03,49.56,4.95,91.63,987.03,2015,4,12,5,102,-20.35
-20.35,49.98,3.18,95.51,986.22,2015,4,12,6,102,-20.47
-20.47,49.68,4.34,95.17,985.68,2015,4,12,7,102,-20.28
-20.28,49.38,6.1,92.37,985.0,2015,4,12,8,102,-20.6
-20.6,50.12,5.45,94.64,984.23,2015,4,12,10,102,-20.35
-20.35,48.5,5.88,92.97,984.0,2015,4,12,11,102,-20.35
-20.35,47.82,5.1,91.95,983.18,2015,4,12,12,102,-20.79
-20.79,48.24,4.26,94.88,983.0,2015,4,12,13,102,-21.34
-21.34,48.99,4.29,100.22,982.43,2015,4,12,14,102,-21.43
-21.43,48.74,4.57,97.89,982.0,2015,4,12,15,102,-21.22
-21.22,47.16,4.51,95.58,981.42,2015,4,12,17,102,-21.52
-21.52,47.86,5.49,94.72,980.98,2015,4,12,18,102,-21.6
-21.6,47.49,4.99,95.31,980.0,2015,4,12,19,102,-22.18
-22.18,48.63,5.13,97.24,980.0,2015,4,12,20,102,-21.74
-21.74,46.32,5.7,93.22,980.0,2015,4,12,21,102,-22.02
-22.02,47.36,5.49,94.78,979.18,2015,4,12,22,102,-22.69
-22.69,49.88,4.66,101.52,979.0,2015,4,12,23,102,-22.86
-22.86,47.76,5.42,97.07,979.0,2015,4,13,1,103,-22.89
-22.89,48.94,4.03,101.16,979.0,2015,4,13,2,103,-23.26
-23.26,46.65,4.82,99.03,979.0,2015,4,13,3,103,-23.27
-23.27,47.29,4.12,102.71,978.75,2015,4,13,4,103,-23.31
-23.31,45.98,3.45,107.92,978.02,2015,4,13,5,103,-23.45
-23.45,44.57,3.39,104.57,978.0,2015,4,13,6,103,-23.54
-23.54,45.25,2.61,104.96,978.02,2015,4,13,7,103,-23.51
-23.51,44.17,2.66,101.67,978.13,2015,4,13,9,103,-24.08
-24.08,45.58,2.85,103.0,978.8,2015,4,13,10,103,-24.51
-24.51,48.07,2.37,112.9,979.0,2015,4,13,11,103,-24.33
-24.33,45.4,2.61,95.52,978.1,2015,4,13,12,103,-25.22
-25.22,49.29,1.94,110.03,978.28,2015,4,13,13,103,-25.08
-25.08,49.13,1.7,112.02,978.88,2015,4,13,14,103,-24.92
-24.92,48.07,2.16,107.61,979.0,2015,4,13,16,103,-24.75
-24.75,46.95,1.38,120.43,979.0,2015,4,13,17,103,-25.34
-25.34,47.34,0.59,124.41,978.85,2015,4,13,18,103,-25.48
-25.48,46.65,1.26,110.09,978.32,2015,4,13,19,103,-26.03
-26.03,47.76,2.17,98.45,978.0,2015,4,13,20,103,-25.71
-25.71,49.0,2.36,96.55,978.0,2015,4,13,21,103,-26.1
-26.1,50.97,2.4,98.93,978.0,2015,4,13,22,103,-25.97
-25.97,50.32,2.04,103.14,978.0,2015,4,14,0,104,-25.85
-25.85,50.63,2.14,101.84,978.0,2015,4,14,1,104,-26.27
-26.27,49.59,2.87,110.88,978.0,2015,4,14,2,104,-25.91
-25.91,49.3,1.8,105.76,978.0,2015,4,14,3,104,-25.77
-25.77,49.47,2.16,94.48,977.85,2015,4,14,4,104,-25.69
-25.69,50.64,2.71,90.31,977.03,2015,4,14,5,104,-25.7
-25.7,51.09,1.48,83.08,977.0,2015,4,14,6,104,-25.9
-25.9,52.95,1.69,100.22,977.0,2015,4,14,8,104,-25.43
-25.43,52.4,1.94,85.54,977.0,2015,4,14,9,104,-25.1
-25.1,51.56,2.0,83.12,977.0,2015,4,14,10,104,-24.8
-24.8,51.97,1.96,84.06,977.0,2015,4,14,11,104,-24.53
-24.53,53.08,1.9,82.08,976.98,2015,4,14,12,104,-24.36
-24.36,53.96,2.37,80.98,976.98,2015,4,14,13,104,-24.31
-24.31,56.44,0.52,84.17,977.0,2015,4,14,15,104,-24.26
-24.26,55.69,0.93,104.26,977.0,2015,4,14,16,104,-24.11
-24.11,52.29,0.08,123.48,977.0,2015,4,14,17,104,-23.89
-23.89,49.13,0.0,150.49,977.0,2015,4,14,18,104,-24.0
-24.0,53.04,0.15,179.95,977.0,2015,4,14,19,104,-24.01
-24.01,51.62,0.27,193.18,977.0,2015,4,14,20,104,-24.23
-24.23,55.4,1.09,205.81,977.0,2015,4,14,21,104,-23.99
-23.99,50.83,0.01,157.2,977.0,2015,4,14,23,104,-24.27
-24.27,52.11,0.01,181.22,977.0,2015,4,15,0,105,-24.31
-24.31,51.68,0.84,109.97,977.72,2015,4,15,1,105,-24.39
-24.39,51.16,1.9,98.67,978.0,2015,4,15,2,105,-24.53
-24.53,51.68,2.63,94.2,978.0,2015,4,15,3,105,-24.43
-24.43,51.94,2.26,89.13,978.17,2015,4,15,4,105,-24.14
-24.14,51.77,1.59,80.01,979.0,2015,4,15,5,105,-24.13
-24.13,60.09,2.27,77.32,979.0,2015,4,15,7,105,-24.71
-24.71,63.11,2.47,87.79,979.0,2015,4,15,8,105,-25.14
-25.14,66.09,3.25,87.49,979.95,2015,4,15,9,105,-25.49
-25.49,65.46,5.28,91.16,980.0,2015,4,15,10,105,-25.73
-25.73,66.47,5.12,92.87,980.0,2015,4,15,11,105,-25.77
-25.77,64.5,4.31,96.07,980.0,2015,4,15,12,105,-25.31
-25.31,64.77,5.48,76.55,980.97,2015,4,15,14,105,-26.65
-26.65,64.48,4.39,94.87,981.0,2015,4,15,15,105,-27.14
-27.14,63.03,4.5,93.43,981.52,2015,4,15,16,105,-27.69
-27.69,62.01,3.13,78.89,982.0,2015,4,15,17,105,-28.46
